state,district,month,C,B_adult,B,D_child,D_adult,D,E0,E5,E18,E,A,e,d,b,c,d_e,d_d,d_b,d_c,d_b_lag1,d_c_lag1,d_b_lag2,d_c_lag2,d_b_lag3,d_c_lag3,month_num,d_b_next,d_b_pred,ASI_future,MBU,RP,MBU_next,RP_next,ASI_current,AERS_current,AERS_future
Andaman and Nicobar Islands,North And Middle Andaman,2025-06,292,453,745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,0.0,0.0,0.7672502574665293,0.30072090628218334,0.0,0.0,0.22966014418125635,0.02059732234809475,-0.46240988671472705,-0.36148300720906285,0.0,0.06633119334633386,0.0,0.0,6,0.2327497425334707,0.08127393454728928,0.08435124035775028,0.39194579788004064,0.6080528987659534,0.24425870284311474,0.6486480000006487,0.23480947476828004,0.23480916872841046,0.07531778790862059
Andaman and Nicobar Islands,North And Middle Andaman,2025-07,351,648,999,40.0,398.0,438.0,0.0,0.0,0.0,0.0,999.0,0.0,0.43843843843843844,1.0,0.35135135135135137,0.0,0.43843843843843844,0.2327497425334707,0.05063044506916803,0.22966014418125635,0.02059732234809475,-0.46240988671472705,-0.36148300720906285,0.0,0.06633119334633386,7,-0.2532532532532532,-0.20854749162625022,-0.18862757491181664,0.24425870284311474,0.6486480000006487,0.5612444169847665,0.2506699056042417,0.3550169634103723,0.31699702625236054,-0.15314942970613502
Andaman and Nicobar Islands,North And Middle Andaman,2025-09,559,187,746,10.0,240.0,250.0,38.0,2.0,0.0,40.0,999.0,0.04004004004004004,0.2502502502502503,0.7467467467467468,0.5595595595595596,0.04004004004004004,-0.18818818818818817,-0.2532532532532532,0.20820820820820823,0.2327497425334707,0.05063044506916803,0.22966014418125635,0.02059732234809475,-0.46240988671472705,-0.36148300720906285,9,-0.3353353353353354,-0.4581018721280883,-0.4307506100064961,0.5612444169847665,0.2506699056042417,0.5410704633403698,0.2627730839165187,-0.2382382382382382,-0.19342903781399792,-0.34625609833069043
Andaman and Nicobar Islands,North And Middle Andaman,2025-10,303,108,411,8.0,141.0,149.0,20.0,1.0,0.0,21.0,999.0,0.021021021021021023,0.14914914914914915,0.4114114114114114,0.3033033033033033,-0.019019019019019017,-0.10110110110110113,-0.3353353353353354,-0.2562562562562563,-0.2532532532532532,0.20820820820820823,0.2327497425334707,0.05063044506916803,0.22966014418125635,0.02059732234809475,10,0.17017017017017017,0.16981296474238033,0.127943239678832,0.5410704633403698,0.2627730839165187,0.5212047760227999,0.19621308775064597,-0.42942942942942947,-0.34519407584905426,0.09178876569464163
Andaman and Nicobar Islands,North And Middle Andaman,2025-11,467,114,581,21.0,294.0,315.0,31.0,0.0,0.0,31.0,999.0,0.031031031031031032,0.3153153153153153,0.5815815815815816,0.4674674674674675,0.01001001001001001,0.16616616616616617,0.17017017017017017,0.16416416416416418,-0.3353353353353354,-0.2562562562562563,-0.2532532532532532,0.20820820820820823,0.2327497425334707,0.05063044506916803,11,0.010010010010010006,0.12920225166214683,0.15879850401722614,0.5212047760227999,0.19621308775064597,0.5212047760227999,0.19621308775064597,0.2552552552552553,0.18312467994217088,0.11392488352245735
Andaman and Nicobar Islands,South Andaman,2025-06,481,442,923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.0,0.0,0.0,0.6602288984263234,0.3440629470672389,0.0,0.0,-0.1330472103004291,-0.12374821173104439,-0.15164520743919885,-0.13233190271816875,-0.05507868383404868,-0.07796852646638064,0.0,0.0,6,0.2896995708154506,0.13542724485178553,0.11693886638402193,0.5211259712523207,0.4788725141237544,0.4736440797029944,0.5263548675872703,-0.1639842632331902,-0.16398401485870182,0.11693874328133885
Andaman and Nicobar Islands,South Andaman,2025-07,629,699,1328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398.0,0.0,0.0,0.949928469241774,0.449928469241774,0.0,0.0,0.2896995708154506,0.1058655221745351,-0.1330472103004291,-0.12374821173104439,-0.15164520743919885,-0.13233190271816875,-0.05507868383404868,-0.07796852646638064,7,0.0014306151645206988,-0.2468936924865934,-0.23107704501128118,0.4736440797029944,0.5263548675872703,0.6030000905977342,0.21428548904427544,0.3161659513590844,0.3161656185281094,-0.18885593667400769
Andaman and Nicobar Islands,South Andaman,2025-09,1045,285,1330,59.0,344.0,403.0,54.0,4.0,0.0,58.0,1398.0,0.04148783977110158,0.2882689556509299,0.9513590844062947,0.7474964234620887,0.04148783977110158,0.2882689556509299,0.0014306151645206988,0.2975679542203147,0.2896995708154506,0.1058655221745351,-0.1330472103004291,-0.12374821173104439,-0.15164520743919885,-0.13233190271816875,9,-0.4009831445566706,-0.36269272251315376,-0.30850790390353006,0.6030000905977342,0.21428548904427544,0.49679132838454015,0.2595623699208306,0.15826180257510725,0.12934508905278583,-0.23334109407387288
Andaman and Nicobar Islands,South Andaman,2025-10,542,190,732,55.0,304.0,359.0,26.0,3.0,0.0,29.0,1330.0,0.02180451127819549,0.2699248120300752,0.5503759398496241,0.4075187969924812,-0.019683328492906087,-0.018344143620854736,-0.4009831445566706,-0.33997762646960744,0.0014306151645206988,0.2975679542203147,0.2896995708154506,0.1058655221745351,-0.1330472103004291,-0.12374821173104439,10,0.012030075187969946,0.08089352363797395,0.02882204300923287,0.49679132838454015,0.2595623699208306,0.33842210553346036,0.28876954002207456,-0.4954844192025127,-0.3747614729165091,0.018076944583233164
Andaman and Nicobar Islands,South Andaman,2025-11,532,216,748,113.0,711.0,824.0,45.0,3.0,0.0,48.0,1330.0,0.03609022556390978,0.6195488721804512,0.562406015037594,0.4,0.014285714285714287,0.349624060150376,0.012030075187969946,-0.007518796992481203,-0.4009831445566706,-0.33997762646960744,0.0014306151645206988,0.2975679542203147,0.2896995708154506,0.1058655221745351,11,0.3631578947368421,0.16267834697786107,0.17195987558747966,0.33842210553346036,0.28876954002207456,0.33842210553346036,0.28876954002207456,0.10112781954887222,0.06342652355430035,0.10785179733923642
Andhra Pradesh,Adilabad,2025-06,1921,3719,5640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5640.0,0.0,0.0,1.0,0.3406028368794326,0.0,0.0,0.3505605168155045,0.15800735901509666,-0.018620558616758487,0.05073152194565839,-0.331939958198746,-0.03857115713471404,0.0,0.0,6,0.0,0.017606848895731185,0.04121365349757941,0.34060249627693634,0.6593965037240638,0.18532529166685202,0.8146737083341481,0.3900623565692787,0.39006196650731223,0.04121361228396713
Andhra Pradesh,Adilabad,2025-07,1321,5807,7128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7128.0,0.0,0.0,1.0,0.18532547699214366,0.0,0.0,0.0,-0.15527735988728894,0.3505605168155045,0.15800735901509666,-0.018620558616758487,0.05073152194565839,-0.331939958198746,-0.03857115713471404,7,0.0,-0.21870092665316038,-0.2418998606572397,0.18532529166685202,0.8146737083341481,0.0838885040016269,0.8545732365148329,-0.038819339971822235,-0.03881930115252109,-0.22701376426308223
Andhra Pradesh,Adilabad,2025-09,1108,6511,7619,348.0,5241.0,5589.0,523.0,131.0,0.0,654.0,7619.0,0.08583803648772804,0.7335608347552173,1.0,0.1454259089119307,0.08583803648772804,0.7335608347552173,0.0,-0.03989956808021297,0.0,-0.15527735988728894,0.3505605168155045,0.15800735901509666,-0.018620558616758487,0.05073152194565839,9,-0.015093844336527051,-0.12193998838892227,-0.10391100940646535,0.0838885040016269,0.8545732365148329,0.18046612741387263,0.7008255144470156,0.19487482579068308,0.1828825681943663,-0.09157590408724604
Andhra Pradesh,Adilabad,2025-10,2245,5259,7504,459.0,4477.0,4936.0,236.0,71.0,1.0,308.0,7619.0,0.04042525265782911,0.6478540490878067,0.984906155663473,0.2946580916130726,-0.04541278382989893,-0.08570678566741052,-0.015093844336527051,0.1492321827011419,0.0,-0.03989956808021297,0.0,-0.15527735988728894,0.3505605168155045,0.15800735901509666,10,-0.25515159469746695,0.05353190707982057,0.07165712731236572,0.18046612741387263,0.7008255144470156,0.11185499391703832,0.7446032961991881,-0.010565691035568937,-0.009311455200131418,0.06137134073258949
Andhra Pradesh,Adilabad,2025-11,1420,4140,5560,764.0,6371.0,7135.0,286.0,63.0,0.0,349.0,7619.0,0.04580653629085182,0.9364746029662685,0.729754560966006,0.1863761648510303,0.005381283633022704,0.28862055387846175,-0.25515159469746695,-0.10828192676204229,-0.015093844336527051,0.1492321827011419,0.0,-0.03989956808021297,0.0,-0.15527735988728894,11,0.1089381808636305,0.12046392173475239,0.11262781989359713,0.11185499391703832,0.7446032961991881,0.11185499391703832,0.7446032961991881,-0.20872161701010641,-0.17876135921476963,0.09646103004558851
Andhra Pradesh,Alluri Sitharama Raju,2025-06,1717,1219,2936,29.0,138.0,167.0,0.0,0.0,0.0,0.0,2936.0,0.0,0.05688010899182561,1.0,0.5848092643051771,0.0,0.05688010899182561,0.0,0.0462740800064696,0.012042147516307056,0.09849504380698648,-0.012042147516307056,0.14651279478173607,0.0,0.0,6,-0.3705722070844687,-0.016846651675695525,-0.00833022655732238,0.5533349582367266,0.41519032050450244,0.3885275212571416,0.6114708900007937,0.0257885472495738,0.024976859913224823,-0.00833021332274104
Andhra Pradesh,Alluri Sitharama Raju,2025-07,718,1130,1848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2936.0,0.0,0.0,0.6294277929155313,0.24455040871934605,0.0,-0.05688010899182561,-0.3705722070844687,-0.340258855585831,0.0,0.0462740800064696,0.012042147516307056,0.09849504380698648,-0.012042147516307056,0.14651279478173607,7,-0.14884196185286103,-0.23273990048510265,-0.2851785909731356,0.3885275212571416,0.6114708900007937,0.23497794901132657,0.5038968962145377,-0.46985694822888285,-0.46985620174738474,-0.21071128726700558
Andhra Pradesh,Alluri Sitharama Raju,2025-09,700,711,1411,219.0,1349.0,1568.0,332.0,47.0,8.0,387.0,2936.0,0.13181198910081743,0.5340599455040872,0.4805858310626703,0.23841961852861035,0.13181198910081743,0.5340599455040872,-0.14884196185286103,-0.006130790190735702,-0.3705722070844687,-0.340258855585831,0.0,0.0462740800064696,0.012042147516307056,0.09849504380698648,9,0.2070844686648502,0.06366741958096331,0.08289640300131716,0.23497794901132657,0.5038968962145377,0.20956893808214827,0.6290233547238387,0.016093324250681204,0.011890952464891722,0.06951628465824367
Andhra Pradesh,Alluri Sitharama Raju,2025-10,749,1270,2019,195.0,1360.0,1555.0,265.0,26.0,4.0,295.0,2936.0,0.10047683923705722,0.5296321525885559,0.6876702997275205,0.2551089918256131,-0.03133514986376021,-0.004427792915531303,0.2070844686648502,0.016689373297002735,-0.14884196185286103,-0.006130790190735702,-0.3705722070844687,-0.340258855585831,0.0,0.0462740800064696,10,0.031675749318801016,0.20284075032616158,0.20399827829754724,0.20956893808214827,0.6290233547238387,0.25299246252627305,0.479639484743595,0.202316076294278,0.1696607022911296,0.14945565586883253
Andhra Pradesh,Alluri Sitharama Raju,2025-11,1099,1013,2112,307.0,1925.0,2232.0,280.0,32.0,14.0,326.0,2936.0,0.11103542234332425,0.7602179836512262,0.7193460490463215,0.3743188010899183,0.010558583106267033,0.23058583106267028,0.031675749318801016,0.11920980926430519,0.2070844686648502,0.016689373297002735,-0.14884196185286103,-0.006130790190735702,-0.3705722070844687,-0.340258855585831,11,0.0401907356948229,0.06692346445385772,0.09163999612148051,0.25299246252627305,0.479639484743595,0.25299246252627305,0.479639484743595,0.12176430517711165,0.0892084200098698,0.06713838880628342
Andhra Pradesh,Anakapalli,2025-06,579,449,1028,94.0,488.0,582.0,0.0,0.0,0.0,0.0,1045.0,0.0,0.5569377990430622,0.9837320574162679,0.554066985645933,0.0,0.5569377990430622,-0.016267942583732098,0.013397129186602852,0.0,-0.09550035630662723,0.0,0.15386932781020524,0.0,0.0,6,-0.5100478468899521,-0.0653339060380531,-0.047637353458813245,0.3596270957699907,0.4367699840227302,0.2036154017334969,0.5676755692505658,0.12631578947368416,0.10059752586855418,-0.03674226060435907
Andhra Pradesh,Anakapalli,2025-07,214,281,495,84.0,472.0,556.0,0.0,0.0,0.0,0.0,1045.0,0.0,0.5320574162679426,0.47368421052631576,0.20478468899521532,0.0,-0.024880382775119614,-0.5100478468899521,-0.34928229665071775,-0.016267942583732098,0.013397129186602852,0.0,-0.09550035630662723,0.0,0.15386932781020524,7,-0.0880382775119617,-0.24656169215877535,-0.29944673421691065,0.2036154017334969,0.5676755692505658,0.05608890418751649,0.7245638779919292,-0.6035885167464115,-0.4655423731561699,-0.2337639261809803
Andhra Pradesh,Anakapalli,2025-09,111,292,403,165.0,1411.0,1576.0,146.0,4.0,0.0,150.0,1045.0,0.14354066985645933,1.508133971291866,0.38564593301435407,0.10622009569377991,0.14354066985645933,0.9760765550239234,-0.0880382775119617,-0.09856459330143541,-0.5100478468899521,-0.34928229665071775,-0.016267942583732098,0.013397129186602852,0.0,-0.09550035630662723,9,0.24019138755980857,0.07369429600349496,0.09202310266958444,0.05608890418751649,0.7245638779919292,0.17863975733786092,0.4296629220217835,0.16722488038277514,0.1305445681204384,0.05597789991689586
Andhra Pradesh,Anakapalli,2025-10,373,281,654,240.0,1194.0,1434.0,86.0,4.0,0.0,90.0,1045.0,0.0861244019138756,1.3722488038277512,0.6258373205741626,0.3569377990430622,-0.057416267942583726,-0.13588516746411483,0.24019138755980857,0.25071770334928234,-0.0880382775119617,-0.09856459330143541,-0.5100478468899521,-0.34928229665071775,-0.016267942583732098,0.013397129186602852,10,0.07464114832535884,0.08542301134309095,0.11683247537397069,0.17863975733786092,0.4296629220217835,0.14921733706708964,0.4139338352993744,0.2545454545454545,0.15484068201881857,0.06579434547732764
Andhra Pradesh,Anakapalli,2025-11,429,303,732,355.0,1788.0,2143.0,169.0,4.0,4.0,177.0,1045.0,0.16937799043062202,2.0507177033492825,0.7004784688995215,0.4105263157894737,0.08325358851674641,0.6784688995215313,0.07464114832535884,0.05358851674641146,0.24019138755980857,0.25071770334928234,-0.0880382775119617,-0.09856459330143541,-0.5100478468899521,-0.34928229665071775,11,0.24699234822110105,0.05206555201229003,0.08240952056363178,0.14921733706708964,0.4139338352993744,0.14921733706708964,0.4139338352993744,0.27846889952153114,0.15682008723314936,0.04640901811956746
Andhra Pradesh,Anantapur,2025-06,5129,6852,11981,54.0,1132.0,1186.0,0.0,0.0,0.0,0.0,11981.0,0.0,0.09899006760704449,1.0,0.4280944829313079,0.0,0.09899006760704449,0.0,-0.028505414346555458,0.0,-0.0069482051051904525,0.0,0.1225422212230457,0.0,0.0,6,-0.3493030631833737,-0.057772884679299134,-0.05924206081311462,0.3895340877186979,0.571904945163747,0.2552587149493761,0.7447397482392349,0.017621163315122257,0.01694167421595476,-0.05924196976924086
Andhra Pradesh,Anantapur,2025-07,1990,5806,7796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11981.0,0.0,0.0,0.6506969368166263,0.16609631917202236,0.0,-0.09899006760704449,-0.3493030631833737,-0.26199816375928553,0.0,-0.028505414346555458,0.0,-0.0069482051051904525,0.0,0.1225422212230457,7,-0.1716885068024372,-0.25458717788118884,-0.29652016508476015,0.2552587149493761,0.7447397482392349,0.10760452598291213,0.7302650724332056,-0.43955012102495616,-0.4395494455193241,-0.24844523164184892
Andhra Pradesh,Anantapur,2025-09,1548,4191,5739,739.0,7908.0,8647.0,1266.0,122.0,0.0,1388.0,11981.0,0.11585009598531007,0.7217260662715967,0.47900843001418913,0.12920457390868875,0.11585009598531007,0.7217260662715967,-0.1716885068024372,-0.03689174526333361,-0.3493030631833737,-0.26199816375928553,0.0,-0.028505414346555458,0.0,-0.0069482051051904525,9,0.5209915699858109,0.05820524607808899,0.07751008948376746,0.10760452598291213,0.7302650724332056,0.2527775127113356,0.5406290951052053,0.02848259744595611,0.02386470248389119,0.061497017168872486
Andhra Pradesh,Anantapur,2025-10,5574,6560,12134,2087.0,7830.0,9917.0,979.0,80.0,0.0,1059.0,12134.0,0.08727542442722927,0.8172902587769902,1.0,0.45937036426569966,-0.0285746715580808,0.0955641925053935,0.5209915699858109,0.3301657903570109,-0.1716885068024372,-0.03689174526333361,-0.3493030631833737,-0.26199816375928553,0.0,-0.028505414346555458,10,-0.07771551013680567,0.07656130041757983,0.127477761701754,0.2527775127113356,0.5406290951052053,0.17199262203796384,0.6123664167228933,0.6202803978118918,0.49213456632302766,0.09998833463177338
Andhra Pradesh,Anantapur,2025-11,4338,6853,11191,2975.0,11056.0,14031.0,1232.0,88.0,0.0,1320.0,12134.0,0.10878523158068237,1.156337563870117,0.9222844898631943,0.3575078292401516,0.021509807153453103,0.33904730509312675,-0.07771551013680567,-0.10186253502554804,0.5209915699858109,0.3301657903570109,-0.1716885068024372,-0.03689174526333361,-0.3493030631833737,-0.26199816375928553,11,0.05431020273611342,0.05114755090236115,0.04631498083122498,0.17199262203796384,0.6123664167228933,0.17199262203796384,0.6123664167228933,-0.013041865831547712,-0.01022950534728083,0.03632757384500715
Andhra Pradesh,Ananthapur,2025-06,8820,2534,11354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17894.0,0.0,0.0,0.634514362356097,0.4929026489326031,0.0,0.0,-0.07287358891248463,-0.09964233821392648,-0.29261204873141833,-0.2922208561529004,0.0,0.04369531162116347,0.0,0.0,6,-0.3680004470772326,0.10466614180876105,0.08977925791329201,0.7768175180224882,0.22318090597154033,0.5567183975846076,0.44327785028017347,-0.09778417346596625,-0.09778401935752495,0.08977892104937646
Andhra Pradesh,Ananthapur,2025-07,2655,2114,4769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17894.0,0.0,0.0,0.2665139152788644,0.14837375656644686,0.0,0.0,-0.3680004470772326,-0.34452889236615625,-0.07287358891248463,-0.09964233821392648,-0.29261204873141833,-0.2922208561529004,0.0,0.04369531162116347,7,-0.08762713758801832,-0.2078746686516809,-0.2593483866637766,0.5567183975846076,0.44327785028017347,0.27773117360777644,0.47359935189415725,-0.4541326701687717,-0.45413096620158583,-0.19485635964017395
Andhra Pradesh,Ananthapur,2025-09,1685,1516,3201,384.0,2482.0,2866.0,521.0,50.0,0.0,571.0,17894.0,0.031910137476249024,0.160165418576059,0.1788867776908461,0.0941656421146753,0.031910137476249024,0.160165418576059,-0.08762713758801832,-0.05420811445177155,-0.3680004470772326,-0.34452889236615625,-0.07287358891248463,-0.09964233821392648,-0.29261204873141833,-0.2922208561529004,9,0.24902201855370515,0.07654540433609935,0.07419349853251817,0.27773117360777644,0.47359935189415725,0.4466965972170802,0.27491120291745264,-0.0531602771878842,-0.03994093899540149,0.05353860726033512
Andhra Pradesh,Ananthapur,2025-10,5552,2105,7657,2069.0,2703.0,4772.0,418.0,39.0,0.0,457.0,17894.0,0.025539286911814015,0.2666815692410864,0.42790879624455125,0.3102715994187996,-0.00637085056443501,0.10651615066502737,0.24902201855370515,0.2161059573041243,-0.08762713758801832,-0.05420811445177155,-0.3680004470772326,-0.34452889236615625,-0.07287358891248463,-0.09964233821392648,10,0.05668592646045745,0.1401765949135865,0.1752189905990642,0.4466965972170802,0.27491120291745264,0.2934063018887779,0.3906089102824281,0.3280848329048843,0.23674857452999937,0.11985245503104344
Andhra Pradesh,Ananthapur,2025-11,3738,2396,6134,2695.0,3911.0,6606.0,476.0,34.0,0.0,510.0,12658.0,0.04029072523305419,0.5218833939010902,0.4845947227050087,0.29530731553167955,0.014751438321240179,0.2552018246600038,0.05668592646045745,-0.014964283887120067,0.24902201855370515,0.2161059573041243,-0.08762713758801832,-0.05420811445177155,-0.3680004470772326,-0.34452889236615625,11,0.09035683621695711,0.05206555201229003,0.05759180330569558,0.2934063018887779,0.3906089102824281,0.2934063018887779,0.3906089102824281,0.12043317123398842,0.08237812117406777,0.039393669557467724
Andhra Pradesh,Ananthapuramu,2025-06,13860,2868,16728,943.0,3556.0,4499.0,0.0,0.0,0.0,0.0,23780.0,0.0,0.18919259882253994,0.7034482758620689,0.5828427249789739,0.0,-0.12678721614802355,-0.11232127838519768,-0.1239276703111859,-0.1842304457527334,-0.21143818334735065,0.0,0.047434584829460946,0.0,0.0,6,-0.44978973927670307,0.07782863653351697,0.055740475298707404,0.6529412763488223,0.17144882370558173,0.2997749977036353,0.3799719768346139,-0.17500000000000004,-0.14426826750952074,0.03788941944362037
Andhra Pradesh,Ananthapuramu,2025-07,3740,2292,6032,1146.0,5298.0,6444.0,0.0,0.0,0.0,0.0,23780.0,0.0,0.27098402018502943,0.25365853658536586,0.15727502102607233,0.0,0.08179142136248949,-0.44978973927670307,-0.4255677039529016,-0.11232127838519768,-0.1239276703111859,-0.1842304457527334,-0.21143818334735065,0.0,0.047434584829460946,7,-0.0909587888982338,-0.18126670777285997,-0.2425429318313719,0.2997749977036353,0.3799719768346139,0.32692456497387257,0.34944215307976223,-0.5357338099243062,-0.3641634364538966,-0.16404796678989148
Andhra Pradesh,Ananthapuramu,2025-09,2517,1352,3869,539.0,3291.0,3830.0,917.0,52.0,4.0,973.0,23780.0,0.040916736753574434,0.16105971404541633,0.16269974768713205,0.10584524810765349,0.040916736753574434,-0.1099243061396131,-0.0909587888982338,-0.05142977291841884,-0.44978973927670307,-0.4255677039529016,-0.11232127838519768,-0.1239276703111859,-0.1842304457527334,-0.21143818334735065,9,0.2151808242220353,0.08089141332428346,0.07169135874164359,0.32692456497387257,0.34944215307976223,0.542749988585558,0.171377245120088,-0.12106812447434817,-0.08188645001162381,0.05119675169876902
Andhra Pradesh,Ananthapuramu,2025-10,7446,1540,8986,1164.0,3569.0,4733.0,669.0,42.0,1.0,712.0,23780.0,0.02994112699747687,0.19903280067283433,0.37788057190916735,0.3131202691337258,-0.010975609756097564,0.037973086627417996,0.2151808242220353,0.20727502102607231,-0.0909587888982338,-0.05142977291841884,-0.44978973927670307,-0.4255677039529016,-0.11232127838519768,-0.1239276703111859,10,-0.013119501750911755,0.1401765949135865,0.17179003979221777,0.542749988585558,0.171377245120088,0.3839743299453636,0.25706543431142453,0.27374894869638344,0.1954915794623771,0.11012424661006755
